Region	P_unadjusted	t_stat	CohD	P_fdr	stat_sign
M1C	0.780484864603724	0.298078770754584	0.133304878811365	0.891982702404256	
DFC	0.453921375490935	0.828575348247284	0.370550160632298	0.891982702404256	
VFC	0.661678572023299	0.471763365717376	0.21097899100763	0.891982702404256	
OFC	0.569819153237354	0.618345387153056	0.276532463849532	0.891982702404256	
S1C	0.875782402857548	0.166579493668857	0.0744966143002122	0.923193140709015	
IPC	0.48924925976224	0.760625441712682	0.340162038617072	0.891982702404256	
A1C	0.923193140709015	-0.102633756345755	0.0458992111950517	0.923193140709015	
STC	0.753895787418324	0.335800975803497	0.150174761761476	0.891982702404256	
ITC	0.759788673659215	0.327392619106102	0.146414430330588	0.891982702404256	
V1C	0.593384885293895	-0.579399412592518	0.259115294536064	0.891982702404256	
MFC	0.632461436039049	0.516947914279533	0.231186135431154	0.891982702404256	
HIP	0.0374539997917012	-3.06558046165612	1.37096926055165	0.599263996667219	
STR	0.607219637054746	-0.557002347235877	0.249099022409272	0.891982702404256	
AMY	0.134053730779536	-1.87500010739624	0.838525539591477	0.891982702404256	
MD	0.723755016828938	-0.379280166686551	0.169619247045716	0.891982702404256	
CBC	0.359879126679061	-1.03320909124156	0.462065152597383	0.891982702404256	
