Region	P_unadjusted	t_stat	CohD	P_fdr	stat_sign
M1C	0.50268805353808	-0.735764689119166	0.329043972062891	0.731182623328116	
DFC	0.395487587861639	-0.950930974539523	0.425269260196099	0.731182623328116	
VFC	0.733279552727083	-0.365451376847567	0.16343482422041	0.838033774545237	
OFC	0.97064254815287	0.0391557708950528	0.0175109930865492	0.97064254815287	
S1C	0.409888243244042	-0.919452754455631	0.411191772212443	0.731182623328116	
IPC	0.212071166520336	-1.48359671706438	0.663484622110294	0.731182623328116	
A1C	0.68864369538859	-0.431052357235403	0.192772474527977	0.838033774545237	
STC	0.42448754198274	-0.888471975002148	0.397336746441659	0.731182623328116	
ITC	0.883210013101469	-0.156513637914221	0.0699950267563972	0.942090680641567	
V1C	0.468145827318242	-0.800737051613102	0.358100495901931	0.731182623328116	
MFC	0.238396425941742	-1.38461759328366	0.619219812284883	0.731182623328116	
HIP	0.665053834350976	-0.466618029314434	0.208677926614813	0.838033774545237	
STR	0.0040255618723369	5.94102279801155	2.65690616644597	0.0644089899573904	
AMY	0.0986458517620726	2.14398034551322	0.95881715899821	0.52611120939772	
MD	0.0951367583056363	2.17630449981567	0.973272960265301	0.52611120939772	
CBC	0.286149576638271	-1.22982736315385	0.549995516920268	0.731182623328116	
