Region	P_unadjusted	t_stat	CohD	P_fdr	stat_sign
M1C	0.384348165880577	0.975955952255396	0.436460770457721	0.559051877644476	
DFC	0.238879903401695	1.38290358121577	0.618453282785272	0.559051877644476	
VFC	0.305258859930931	1.17473636386176	0.525358073047165	0.559051877644476	
OFC	0.361259406511283	1.02989006780634	0.460580840193369	0.559051877644476	
S1C	0.515488927452398	0.712540944336724	0.318657997657762	0.589130202802741	
IPC	0.341338299389429	1.07892544011771	0.482510125351417	0.559051877644476	
A1C	0.50999704601604	0.722451701460594	0.323090222985254	0.589130202802741	
STC	0.264766740994153	1.29577821906797	0.579489636319921	0.559051877644476	
ITC	0.263042003215729	1.3013190140404	0.581967555161469	0.559051877644476	
V1C	0.900703916486511	0.132881345027257	0.05942634408451	0.910434349558864	
MFC	0.487992368486181	0.76297686606491	0.341213627556178	0.589130202802741	
HIP	0.173417524972344	-1.65425993389954	0.739807532930735	0.559051877644476	
STR	0.324857313245652	-1.12147934017874	0.501540808000255	0.559051877644476	
AMY	0.910434349558864	0.119777525624158	0.0535661378944681	0.910434349558864	
MD	1.69332110522411e-07	-77.1314250193742	34.4942219089498	2.70931376835857e-06	*
CBC	5.82181152587765e-07	-56.6301495894871	25.325772811615	4.65744922070212e-06	*
