Region	P_unadjusted	t_stat	CohD	P_fdr	stat_sign
M1C	0.932075411656936	-0.0907213385789858	0.0405718160144773	0.979529544117196	
DFC	0.975688581567298	0.032422323154468	0.0144997037123712	0.979529544117196	
VFC	0.979529544117196	0.0272981783366235	0.0122081164845204	0.979529544117196	
OFC	0.95272882781797	-0.063080468003832	0.0282104429018138	0.979529544117196	
S1C	0.952402274913015	0.063516963041059	0.0284056494168299	0.979529544117196	
IPC	0.732176182217484	0.367048994727119	0.16414930065656	0.979529544117196	
A1C	0.596636289032139	0.574105919465139	0.256747972441814	0.979529544117196	
STC	0.807089638841161	0.260846504088262	0.116654102966906	0.979529544117196	
ITC	0.359547131916016	-1.03400908389326	0.462422920187521	0.979529544117196	
V1C	0.863404098409639	0.183401819392505	0.0820197870717562	0.979529544117196	
MFC	0.535449507269776	-0.677153869175798	0.302832416540817	0.979529544117196	
HIP	0.000442478559998355	-10.6358466780679	4.75649523408502	0.00707965695997368	*
STR	0.0396923996279052	-3.00635958572865	1.34448487969947	0.158769598511621	
AMY	0.0371524873252548	-3.07387389555966	1.3746781969467	0.158769598511621	
MD	0.647245458579637	-0.493935769041271	0.220894791218984	0.979529544117196	
CBC	0.00555358421546779	5.4371274601456	2.43155732064327	0.0444286737237424	*
