Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.twoside	Pituitary	5035	30	0.255644142667253	1	ENSG00000101405:ENSG00000116711:ENSG00000243708:ENSG00000196218:ENSG00000123700:ENSG00000184185:ENSG00000149782:ENSG00000126583:ENSG00000103319:ENSG00000007402:ENSG00000166862:ENSG00000105605:ENSG00000142408:ENSG00000131196:ENSG00000072736:ENSG00000131791:ENSG00000058404:ENSG00000152402:ENSG00000159899:ENSG00000065534:ENSG00000196465:ENSG00000077157:ENSG00000078295:ENSG00000129467:ENSG00000121281:ENSG00000087258:ENSG00000141506:ENSG00000162989:ENSG00000120457:ENSG00000146648
DEG.twoside	Prostate	2735	17	0.274980524195488	1	ENSG00000116711:ENSG00000243708:ENSG00000168907:ENSG00000196218:ENSG00000004468:ENSG00000142185:ENSG00000103319:ENSG00000075461:ENSG00000178363:ENSG00000178372:ENSG00000100968:ENSG00000058404:ENSG00000065534:ENSG00000077157:ENSG00000129467:ENSG00000121281:ENSG00000162104
DEG.twoside	Salivary_Gland	2966	17	0.402068512861496	1	ENSG00000105499:ENSG00000081189:ENSG00000142185:ENSG00000184185:ENSG00000153956:ENSG00000007402:ENSG00000157445:ENSG00000178363:ENSG00000178372:ENSG00000131791:ENSG00000058404:ENSG00000175206:ENSG00000159899:ENSG00000145949:ENSG00000078295:ENSG00000138031:ENSG00000087258
DEG.twoside	Skin	4373	26	0.283215751584131	1	ENSG00000188089:ENSG00000105499:ENSG00000159337:ENSG00000168907:ENSG00000081189:ENSG00000196218:ENSG00000142185:ENSG00000182324:ENSG00000137841:ENSG00000149782:ENSG00000103319:ENSG00000007402:ENSG00000157445:ENSG00000105605:ENSG00000096433:ENSG00000178363:ENSG00000178372:ENSG00000164867:ENSG00000152402:ENSG00000077157:ENSG00000121281:ENSG00000155897:ENSG00000065135:ENSG00000087258:ENSG00000141506:ENSG00000146648
DEG.twoside	Small_Intestine	3142	18	0.397554855134753	1	ENSG00000004468:ENSG00000123700:ENSG00000137841:ENSG00000149782:ENSG00000102001:ENSG00000153956:ENSG00000007402:ENSG00000157445:ENSG00000151062:ENSG00000096433:ENSG00000131196:ENSG00000101096:ENSG00000111725:ENSG00000196465:ENSG00000078295:ENSG00000121281:ENSG00000105851:ENSG00000141506
DEG.twoside	Spleen	4638	29	0.177184519482528	1	ENSG00000105499:ENSG00000004468:ENSG00000142185:ENSG00000123700:ENSG00000137841:ENSG00000102001:ENSG00000167535:ENSG00000153956:ENSG00000007402:ENSG00000157445:ENSG00000151062:ENSG00000096433:ENSG00000131196:ENSG00000101096:ENSG00000100968:ENSG00000159200:ENSG00000111725:ENSG00000164867:ENSG00000159899:ENSG00000196465:ENSG00000129467:ENSG00000174233:ENSG00000121281:ENSG00000162104:ENSG00000087258:ENSG00000105851:ENSG00000141506:ENSG00000120457:ENSG00000146648
DEG.twoside	Stomach	3087	22	0.0839892341256972	1	ENSG00000105499:ENSG00000081189:ENSG00000126767:ENSG00000004468:ENSG00000142185:ENSG00000123700:ENSG00000184185:ENSG00000137841:ENSG00000167535:ENSG00000153956:ENSG00000157445:ENSG00000075461:ENSG00000131196:ENSG00000072736:ENSG00000111725:ENSG00000058404:ENSG00000175206:ENSG00000196465:ENSG00000078295:ENSG00000138031:ENSG00000121281:ENSG00000141506
DEG.twoside	Testis	8608	43	0.736274396729479	1	ENSG00000101405:ENSG00000188089:ENSG00000105499:ENSG00000166484:ENSG00000170345:ENSG00000081189:ENSG00000126767:ENSG00000196218:ENSG00000184185:ENSG00000168135:ENSG00000137841:ENSG00000126583:ENSG00000103319:ENSG00000153956:ENSG00000007402:ENSG00000157445:ENSG00000151062:ENSG00000130433:ENSG00000096433:ENSG00000178363:ENSG00000178372:ENSG00000188386:ENSG00000101096:ENSG00000072736:ENSG00000100968:ENSG00000159200:ENSG00000111725:ENSG00000131791:ENSG00000058404:ENSG00000175206:ENSG00000101306:ENSG00000140795:ENSG00000196465:ENSG00000077157:ENSG00000138031:ENSG00000129467:ENSG00000174233:ENSG00000121281:ENSG00000162104:ENSG00000165059:ENSG00000105851:ENSG00000162728:ENSG00000146648
DEG.twoside	Thyroid	4735	17	0.980623571843113	1	ENSG00000243708:ENSG00000196218:ENSG00000142185:ENSG00000123700:ENSG00000182324:ENSG00000157445:ENSG00000096433:ENSG00000178372:ENSG00000101096:ENSG00000100968:ENSG00000111725:ENSG00000058404:ENSG00000164867:ENSG00000129467:ENSG00000174233:ENSG00000162104:ENSG00000087258
DEG.twoside	Uterus	4817	26	0.493932358879875	1	ENSG00000116711:ENSG00000166484:ENSG00000198838:ENSG00000142185:ENSG00000123700:ENSG00000184185:ENSG00000149782:ENSG00000103319:ENSG00000167535:ENSG00000157445:ENSG00000075461:ENSG00000178372:ENSG00000100968:ENSG00000131791:ENSG00000164867:ENSG00000152402:ENSG00000159899:ENSG00000065534:ENSG00000058272:ENSG00000077157:ENSG00000138031:ENSG00000129467:ENSG00000174233:ENSG00000121281:ENSG00000087258:ENSG00000141506
DEG.twoside	Vagina	2626	25	0.00208662509011276	0.0625987527033829	ENSG00000188089:ENSG00000116711:ENSG00000243708:ENSG00000105499:ENSG00000159337:ENSG00000168907:ENSG00000166484:ENSG00000196218:ENSG00000004468:ENSG00000142185:ENSG00000184185:ENSG00000149782:ENSG00000103319:ENSG00000167535:ENSG00000007402:ENSG00000096433:ENSG00000178363:ENSG00000178372:ENSG00000100968:ENSG00000152402:ENSG00000159899:ENSG00000065534:ENSG00000129467:ENSG00000087258:ENSG00000146648
