"","Phylostratum","GeneID","Allen:4598","Allen:4596","Allen:4597","Allen:4573","Allen:4593","Allen:13005","Allen:4671","Allen:4675","Allen:4672","Allen:4679","Allen:4669","Allen:4667","Allen:4542","Allen:4644","Allen:4641","Allen:13008","Allen:10151","Allen:4648","Allen:4637"
"65",2,"ensg00000116741",9.07831483482713,8.7885987698789,8.43258056416483,9.22226688819686,8.47521695424425,8.72895673504472,7.76354793844349,8.21194001357082,7.98863788627102,8.92773327286579,8.62815697622103,8.46510841860795,8.9319189042883,9.22492542530993,8.90649609145325,8.8533414661604,8.8228959456833,8.49510938991554,9.01988269135097
"66",12,"ensg00000175206",2.2468092555311,2.69845889707707,2.70214461473326,4.4837328443863,2.06535309796911,3.35568812382601,2.95158422346787,2.70028140628273,2.20845110168695,2.98400104050308,3.20940537919846,1.83980869825019,2.74452115905685,3.04801931474137,2.81352800238333,2.35240102937624,2.83212195259272,2.95478402477203,2.91737360157552
"67",1,"ensg00000142875",10.008746702461,10.0355872858833,10.3522730738546,9.84853345581738,9.30041798845876,9.94415553787814,9.74697698640135,9.41342184030373,9.35636658867359,9.76653927157418,9.83836041513739,9.53359418029474,10.1034894278928,9.93056058375185,9.94332938480555,10.0843067858812,9.89302835056169,9.63330112665999,9.96509657406473
"68",1,"ensg00000072062",6.98818639415182,7.23380987807947,7.22863285926935,7.30711957359023,7.15254842003047,7.18659233550951,7.91904283968907,7.39283269729954,7.49021725131015,7.34812875809141,7.42927351973716,7.34822571493765,7.49651765267761,7.53471022260026,7.16331089504495,7.33209360712125,6.95606465645816,7.05612248727609,7.21062901994271
"69",1,"ensg00000120457",3.14668624843569,3.16076009590216,2.90210813528359,4.45188224714009,3.19102780617023,3.80113936417206,2.3788611463348,2.24584160700577,1.97242063209622,4.33430839067723,3.57386001877662,2.47996628893215,3.36965511854305,3.83594167329981,3.72162239289118,3.52506917066109,2.43587045343814,3.40628053765917,4.58129448228364
"70",1,"ensg00000067560",9.80382872271212,9.84994523177395,10.58568137617,9.85917664187874,10.311880747135,10.043693966745,10.3182839029958,9.88933136339133,9.66766206068865,9.81776799034691,9.90489618736583,9.52763605093201,9.64686499035344,10.1161821645386,9.66408191647894,10.0176247715538,9.71564171606921,9.65155254393127,9.35679881346902
"71",1,"ensg00000157542",5.9365312395909,5.73485016997541,5.91238072602172,6.50797754735526,6.27019813718165,5.9135304974712,4.92451167848396,4.73259320671456,4.16664119319001,5.96163937294868,5.53946240073944,5.74005943640759,6.29264553848337,6.78175832570377,6.0852049948774,6.20946920609876,6.15219544932564,5.71423705029812,6.71746135096485
"72",1,"ensg00000058272",7.5542522512607,7.62213394205097,7.75784380997018,7.66762014705564,7.45495457771516,7.47774247564014,7.49130611563285,7.5803832020811,7.414093871844,7.39409905244485,7.71177180921523,7.50739406398754,7.80375529525386,7.66056074178454,7.63524620601603,7.69111901682886,7.55517490189153,7.47083911999031,7.73994873699406
"73",1,"ensg00000077157",4.84525991148543,5.31131251411456,5.73288534135939,4.78733324470688,5.06299993597218,5.3645242340288,5.9913553466088,5.06224068186623,6.03243857664768,4.86474202053731,5.33578361906879,5.20387818468457,5.10793721668204,4.32666107069926,5.29093588656615,5.75875029494609,5.76091648253022,5.31675831393625,5.00322561236528
"74",3,"ensg00000177606",8.91715603050164,9.60667060380453,9.47687030594668,9.70803605424923,11.0487656981904,9.16215319067372,9.41910288498063,8.83180044799027,9.55251731084574,8.99688881826912,9.33624282214322,8.79279181367903,9.28775537931318,9.04684375363489,9.72184791356761,9.79760480342563,9.32990030284965,8.8939665808643,9.29513474487062
"75",1,"ensg00000184185",5.06245512342914,6.14999694665865,5.92798036454073,5.36375505559244,5.46160846767807,5.93310318611835,8.52121858524861,5.70286476477842,7.70309689867288,5.7158409321948,5.84754402837302,5.67189961947808,5.92184894402845,4.89392783121734,5.70091004540663,6.35592869798521,5.34901388310861,5.43404019667549,5.23695033323394
"76",1,"ensg00000162728",3.41710653298775,3.76189589186008,3.87061542345328,3.61350692178354,4.57086779281783,3.51429491431863,4.10914830651328,3.58787825217606,4.1255325865382,3.65370062081213,3.92571287295413,3.42282577748985,3.96395237765646,3.58460747933475,3.68754721399372,4.1087293439868,4.23932238490167,3.38672337824973,3.63269597216622
"77",1,"ensg00000182324",4.27151410672484,4.71842195909883,4.61347839030877,4.02868980704451,4.19357390673772,4.52135260291645,4.89501630654965,4.35694073217908,4.54570394450055,4.39350242060011,4.38589449620581,4.03374230767667,4.20987152128894,4.07018396199706,4.40766666725457,4.70362514376841,4.42210503792356,4.51361654946356,4.44941146309879
"78",6,"ensg00000100968",4.28450544081208,4.10771453574649,4.41552042121225,4.14910355178207,4.3768232100748,4.45555303775609,4.29565947256889,4.00388181044695,3.97857057467282,4.10463244818993,4.12511140472404,4.32554592507594,4.26092968801961,4.01659401531754,4.06774055316034,4.40331856123256,4.28517107288953,4.14507891213375,4.26681342246765
"79",6,"ensg00000072736",3.66151775239589,4.13395674581187,3.85082878277103,3.26636680645935,3.10840930019983,3.60660745326769,4.05847012008049,3.48399202577572,3.65656908001691,3.42779746255329,3.48080783141487,2.9926214490022,3.33257182302529,3.50410608796238,3.37431264293637,3.65000765569258,3.1188801204556,3.20272489696302,3.35350894518054
"80",6,"ensg00000101096",2.26492073196107,2.50089202162253,2.97735014193453,2.74365704219568,3.6118417549021,2.64283784065095,1.89012371563629,1.90739072776973,2.55527118342795,2.35261740142497,2.70193824345266,2.86862443756378,2.53826508504563,2.67054455438357,2.45668028731574,2.75344391282021,3.51274013014318,2.55974548391572,2.3127690776805
"81",3,"ensg00000131196",4.09954587029178,4.32202361272457,4.19419390942355,4.02174062477055,4.5524615623118,4.21380101741225,4.08719065508874,3.86167260431205,3.61134510062226,4.17048562269023,3.73181063297216,4.16957460530673,4.07356670624896,4.07698837308008,4.00268417529344,4.18200071240216,4.34100968625058,4.18587030430391,4.17297463651421
"82",2,"ensg00000087258",6.32600310106123,6.64819213275049,7.03117296344773,6.46880672340384,6.47295821387456,6.97909122947279,7.15271139037157,6.64177455494072,6.56103604416931,6.46175500255572,6.85263824699186,6.4940957432739,6.48043898313937,6.48036099557225,6.39995258773168,6.81250953998785,6.58348876875892,6.44453491942017,6.49849797332942
"83",1,"ensg00000152495",6.11372921755082,6.1359227758627,5.95795214316767,6.05838025756615,5.77260174523693,6.05514397114015,6.17841453786628,5.03997998698151,6.28535376541065,6.29768634593568,6.09602112447269,5.99479676525942,6.40701335392027,5.47495401044287,6.4264119738005,6.57334326009695,7.83839526911246,5.9708848293805,6.35395594053903
"84",1,"ensg00000134072",7.27003373644786,7.29837849958374,6.93225183230734,7.36768112268595,6.82088859360975,7.16545441368645,7.57236942683167,6.94921986162874,7.36824206869314,7.57121398374371,7.37474041264727,7.15713900684444,7.54143001132837,7.77551217431553,7.48280046937361,7.57864898871076,7.75621086332559,6.98443016532375,7.65173536925881
"85",1,"ensg00000169418",2.86423008814993,2.26705586940183,2.41329063359145,2.54953050463338,3.2237529377238,2.61361181700506,2.57034582478823,2.39008184497976,2.12244817526008,2.38252218829899,1.90125959235499,2.61637216127399,2.59946394533031,1.94932295882931,2.29725357433444,1.92147728769215,2.73833324081969,2.32925064476766,2.78783402979427
"86",1,"ensg00000159899",7.11118592615902,7.51302024407669,7.41639814348491,7.73391448301602,8.04147334120454,7.62169802942316,7.65924936904327,8.28960259503007,7.57792709800678,7.68276613848289,8.03927758026525,7.91952344884434,7.62976546271529,7.70765620959407,7.67366845416053,7.78981692627593,7.09522608856735,7.76836372217775,7.49907564048478
"87",10,"ensg00000141506",4.46783872578196,4.26683258911618,4.04436949320315,4.26438083096732,4.24794784724622,4.66148764928225,4.96654852572301,4.05045395536348,3.99048122597635,4.12793001146026,3.95197817176162,3.75165681759878,4.38299665899731,3.27559985239316,4.72995089794744,3.95909909041975,4.14121088021231,4.55655557553923,4.78757470863361
"88",2,"ensg00000123104",6.74741840934874,6.67141790700225,6.75692823908206,6.29183971705827,6.86885362223687,6.44426873679497,5.70085643732445,6.70721871087678,6.02937089457844,6.47866273355806,7.01599607829118,6.56303192771981,6.33360824864374,5.91032036644589,6.69208306382591,6.84575432417527,6.93261151010097,6.71924754035482,6.65764422704558
"89",2,"ensg00000096433",2.42807170018162,2.52694953374097,2.92655668650181,3.47002207174755,4.18830662345881,2.40135423015677,3.41670340864216,2.36959878856209,3.34617157989884,2.53112174140017,2.24591927505984,2.62338941668684,2.37356042130756,2.55742165513553,3.26963280472425,3.03312312640133,2.76933113118746,2.62150435196921,2.27381952994829
"90",7,"ensg00000101405",11.6389213135523,12.8329282918455,6.27515502092296,17.3387892463653,16.1538563808355,7.06512000189704,6.43202818797319,5.02317788593451,4.63626846019259,9.54704679345348,5.10134612089045,5.6965455353594,14.3271037249123,9.61298811894475,10.8310845862468,14.5761673965269,5.16252822391243,9.69241556137683,6.75179497932397
"91",2,"ensg00000150995",7.21824314333097,7.08255421425316,6.63885939596724,6.71899228467402,6.66492365443528,6.81000813010967,8.2344744679359,6.34037418066311,8.26211566148958,7.14517440685827,7.1505848773981,7.0422686365839,7.32416494877947,7.85405492684627,7.63091352247286,7.67662611547746,8.57317529328594,7.09041370415234,8.21365081439623
"92",1,"ensg00000138814",10.0050213843663,9.95895702523457,9.62790906275752,9.86440198046808,9.10162908193779,9.87778280219706,9.81829584541136,9.06156888027351,9.21644150445234,9.95475645037174,9.71955492822062,9.73996146258093,10.1278382937959,10.1902742559435,10.1003555164649,10.2546629645837,11.0314542231301,9.60331384083891,10.1914340686414
"93",1,"ensg00000107758",9.25525125579163,9.14759310605378,9.17349585574279,8.98531346678582,8.31660775574391,9.16295601881928,10.0432418331545,9.05437723982295,9.69779509505465,9.16652384459226,9.32406588032548,9.18648199412923,9.32147116475836,8.90459988752532,9.15904434242283,9.36066597660428,9.94828948194088,9.04863209787512,9.39560582996816
"94",1,"ensg00000120910",6.50915121434767,6.83230861908904,7.14271345695989,6.90498922452385,6.82519700583866,6.56690293237367,8.07927109723336,7.05871749334213,7.59981513783123,6.63744968390438,6.96606238014106,6.90535671072776,6.7358280788073,7.07920143764824,6.67179357651539,6.8352314785369,6.6413356870722,6.63338273077675,6.67364056797162
"95",6,"ensg00000004468",7.16579423125745,6.55401126527978,6.54998812268096,6.42704430551943,7.18368477822169,6.53702094409874,4.82561151270265,5.73926629575357,4.34761021165807,6.46500509763172,6.59485068331249,5.82463659326764,6.28579037877684,5.99694239627242,6.59465124663865,6.54479970128788,6.08319450989535,6.44147533430413,6.32744317782631
"96",1,"ensg00000183049",6.2441504695001,6.35945428149417,6.15245279040212,6.78541253552779,7.19631123982012,6.06465192631687,5.05802521771767,5.79887215544304,5.21964846662581,6.36746072451285,6.35406825922077,6.38770720988629,6.65545825451222,6.82030864267146,7.02294084881558,7.02181699928956,7.6199983308259,6.25146364059914,7.06810218257882
"97",2,"ensg00000081189",6.23681092614631,6.51078589326785,5.71940271626385,6.38999222451302,6.62467169084963,5.95579518678707,6.06284484553397,6.1691550738505,5.7335551476744,6.0758398171803,5.96025835367025,6.34862610564741,6.63884238967166,7.01179857258084,6.5772888425418,6.7825207871347,8.00087442282373,5.93559094718612,6.66723037360557
"98",1,"ensg00000164867",2.78418782350803,2.86509656162619,2.65721840130596,2.90789167911545,3.16053909633537,2.93306398730016,3.48796656293962,2.52675521641024,2.61050948112468,2.40165028612046,2.50997010087712,2.3884087469116,2.41670791698239,2.3102106387111,2.51611980328952,2.70122641541611,2.67483253150235,2.61588245053056,2.66389665033943
